id,tip,st_sob,hisa_tip,lokacija,lokacija_podrobno,m2,leto_gradnje,leto_adaptacije,tip_ponudbe,cena
1,stanovanje,1,,podravska,"TABOR, MARIBOR",32.00,1970,,Zasebna,89.000
2,stanovanje,3,,podravska,PLINTOVEC,74.00,2009,,Agencija,235.000
3,stanovanje,3,,podravska,VRANJI VRH,83.10,2010,2010,Zasebna,141.000
4,stanovanje,4,,podravska,MARIBOR,141.10,2023,,Agencija,317.591
5,stanovanje,4,,podravska,ZGORNJA KUNGOTA,140.20,2023,,Agencija,316.255
6,stanovanje,4,,podravska,ZGORNJA KUNGOTA,133.50,2023,,Agencija,294.459
7,stanovanje,3,,podravska,TEZNO,72.40,1974,2017,Agencija,134.500
8,stanovanje,4,,podravska,ZGORNJA KUNGOTA,127.47,2023,,Agencija,287.814
9,stanovanje,3,,podravska,ZGORNJA KUNGOTA,119.80,2023,,Agencija,276.379
10,stanovanje,3,,podravska,MARIBOR,118.02,2023,,Agencija,272.999
11,stanovanje,2,,podravska,NOVA VAS,40.20,1981,2023,Zasebna,104.999
12,stanovanje,3,,podravska,TABOR,69.44,2019,,Agencija,208.000
13,stanovanje,2,,podravska,MB - CENTER,60.40,1940,2019,Zasebna,109.000
14,stanovanje,4,,podravska,MARIBOR,126.80,2009,2023,Agencija,315.000
15,stanovanje,2,,podravska,POBREŽJE,45.60,1990,,Agencija,99.900
16,stanovanje,2.5,,podravska,"ORMOŽ, CENTER",65.00,1972,,Zasebna,105.000
17,stanovanje,1.5,,podravska,SPODNJE RADVANJE,55.50,1979,,Zasebna,125.000
18,stanovanje,1,,podravska,POBREŽJE,40.50,1957,,Agencija,80.000
19,stanovanje,4,,podravska,MB - CENTER,116.60,1985,,Agencija,360.000
20,stanovanje,3,,podravska,"SLOVENSKA BISTRICA, NA SAMEM ROBU BLOKOVSKEG NASELJA",84.62,1959,,Zasebna,145.000
21,stanovanje,3,,podravska,"MB - CENTER, BLIŽINA FAKULTET IN SREDNJIH ŠOL",119.60,1910,2023,Agencija,197.000
22,stanovanje,1.5,,podravska,"TABOR, GORIŠKA 5",45.30,1969,2023,Zasebna,104.990
23,stanovanje,2,,podravska,POBREŽJE,52.60,1960,2016,Agencija,125.000
24,stanovanje,2,,podravska,ZGORNJE RADVANJE,60.00,1983,2010,Agencija,139.000
25,stanovanje,3,,podravska,"KIDRIČEVO, PTUJ OKOLICA",84.30,2023,,Agencija,169.332
26,stanovanje,1,,podravska,"MB - CENTER, KOROŠKA CESTA",45.10,1977,2016,Agencija,135.000
27,stanovanje,2.5,,podravska,"PEKRE, POD POHORJEM",84.40,1968,2013,Agencija,139.498
28,stanovanje,2,,podravska,POBREŽJE,54.00,2009,,Zasebna,150.000
29,stanovanje,2,,podravska,"PESNICA PRI MARIBORU, PESNIŠKI VRTOVI",105.90,2023,,Agencija,176.500
30,stanovanje,4,,podravska,"MB - CENTER, PRAPROTNIKOVA ULICA",94.10,1886,,Agencija,159.900
31,stanovanje,3,,podravska,PTUJ,77.30,1985,2015,Agencija,149.000
32,stanovanje,2,,podravska,TABOR,58.90,1981,2022,Agencija,129.900
33,stanovanje,1,,podravska,MB - CENTER,34.60,1988,2018,Zasebna,98.000
34,stanovanje,3,,podravska,ZGORNJA HAJDINA,114.90,1992,2015,Agencija,69.000
35,stanovanje,3.5,,podravska,NOVA VAS,84.30,1980,,Agencija,167.900
36,stanovanje,3,,podravska,PESNICA PRI MARIBORU,73.70,2022,,Agencija,239.900
37,stanovanje,3,,podravska,"KOROŠKA VRATA, KOSARJEVA",69.90,1960,2018,Agencija,189.000
38,stanovanje,3,,podravska,PTUJ,183.60,2021,,Agencija,365.949
39,stanovanje,3.5,,podravska,TABOR,133.86,2008,,Agencija,259.000
40,stanovanje,3,,podravska,NOVA VAS,74.00,1985,2017,Zasebna,185.000
41,stanovanje,2,,podravska,TABOR,53.10,1971,2023,Agencija,152.000
42,stanovanje,2,,podravska,BOROVA VAS,60.70,1983,,Agencija,139.990
43,stanovanje,2,,podravska,NOVA VAS,58.90,1979,,Agencija,136.000
44,stanovanje,3,,podravska,"TABOR, NOVI VRTOVI",75.70,2023,,Agencija,179.205
45,stanovanje,3,,podravska,SLOVENSKA BISTRICA,81.50,2009,,Agencija,175.000
46,stanovanje,1.5,,podravska,"STUDENCI, TABOR",44.20,2023,,Agencija,119.973
47,stanovanje,3,,podravska,"TABOR, ATRIJSKO",196.50,2023,,Agencija,229.245
48,stanovanje,1.5,,podravska,"TABOR, BLIZU CENTRA",79.90,2023,,Agencija,139.860
49,stanovanje,2,,podravska,TABOR,97.30,2023,,Agencija,169.130
50,stanovanje,2.5,,podravska,"MARIBOR, CENTER",75.00,2011,2011,Zasebna,247.000
51,stanovanje,2,,podravska,POBREŽJE,52.60,1960,2015,Agencija,98.990
52,stanovanje,2.5,,podravska,RAČE,79.40,1965,2000,Agencija,120.000
53,stanovanje,4,,podravska,PREPOLJE,111.50,1990,2020,Agencija,230.000
54,stanovanje,2,,podravska,MARIBOR,72.00,1898,2012,Agencija,125.000
55,stanovanje,,,podravska,TEZNO,24.10,1986,,Zasebna,61.500
56,stanovanje,1.5,,podravska,"TABOR, REGENTOVA, MARIBOR",52.20,1975,,Agencija,123.900
57,stanovanje,4,,podravska,PREPOLJE,111.50,1990,2020,Agencija,230.000
58,stanovanje,1,,podravska,MB - CENTER,42.60,1965,2022,Agencija,160.000
59,stanovanje,3,,podravska,"TABOR, MB - 3 SOBNO, 69 M2 PRODAMO",69.00,1959,2013,Agencija,139.900
60,stanovanje,2.5,,podravska,MB - CENTER,52.70,1907,2023,Agencija,102.765
61,stanovanje,3,,podravska,"PEKRE, TIK OB SMUČIŠČU",90.70,2010,,Agencija,269.999
62,stanovanje,3,,podravska,GRADIŠKA,108.00,2004,2021,Agencija,209.000
63,stanovanje,4,,podravska,ŠENTILJ V SLOVENSKIH GORICAH,112.76,2023,,Agencija,246.237
64,stanovanje,3,,podravska,ŠENTILJ V SLOVENSKIH GORICAH,88.43,2023,,Agencija,190.513
65,stanovanje,2.5,,podravska,NOVA VAS,67.80,1979,2006,Agencija,144.900
66,stanovanje,3,,podravska,TABOR,66.10,1970,,Agencija,135.000
67,stanovanje,2.5,,podravska,SPODNJE HOČE,55.17,1965,2005,Agencija,129.000
68,stanovanje,3,,podravska,"TABOR, HLEBOVA ULICA 8",76.00,1967,2023,Zasebna,140.000
69,stanovanje,2,,podravska,TEZNO,53.00,1963,2018,Zasebna,118.000
70,stanovanje,1,,podravska,BOROVA VAS,41.10,1982,2017,Zasebna,95.500
71,stanovanje,2,,podravska,TABOR,51.50,1959,2020,Zasebna,132.990
72,stanovanje,2,,podravska,"TABOR, TOP LOKACIJA MB",52.52,1954,2023,Agencija,129.000
73,stanovanje,3,,podravska,TABOR,73.40,1979,,Zasebna,169.000
74,stanovanje,2.5,,podravska,GORIŠNICA,57.00,1957,2017,Zasebna,90.000
75,stanovanje,3,,podravska,TEZNO,72.40,1974,2014,Agencija,134.900
76,stanovanje,3,,podravska,"MARIBOR, NASELJE BOLFENK",87.90,2010,,Agencija,309.000
77,stanovanje,3,,podravska,"POBREŽJE, OBNOVLJENO 3 - SOBNO",71.30,1977,,Agencija,149.900
78,stanovanje,2.5,,podravska,"POBREŽJE, OBNOVLJENO 2, 5 - SOBNO STANOVANJE",71.00,1975,2023,Agencija,134.900
79,stanovanje,2,,podravska,TABOR,72.00,1904,2018,Zasebna,148.000
80,stanovanje,2.5,,podravska,"TABOR, BLIŽINA CENTRA",55.20,1975,2023,Agencija,135.000
81,stanovanje,2,,podravska,STUDENCI,72.70,2020,,Agencija,235.000
82,stanovanje,2,,podravska,TABOR,52.60,1962,,Agencija,114.900
83,stanovanje,3,,podravska,MIKLAVŽ NA DRAVSKEM POLJU,99.10,2009,,Agencija,199.000
84,stanovanje,4,,podravska,MB - CENTER,136.44,1902,,Agencija,259.000
85,stanovanje,2,,podravska,TEZNO,53.00,1963,,Agencija,118.000
86,stanovanje,2,,podravska,NOVA VAS,63.70,1978,,Agencija,138.000
87,stanovanje,4,,podravska,MELJE,78.00,1948,,Zasebna,150.000
88,stanovanje,1,,podravska,KOROŠKA VRATA,48.60,1980,2020,Zasebna,109.900
89,stanovanje,4,,podravska,"MB - CENTER, STROGI, PEŠ CONA",157.50,2012,2022,Agencija,287.100
90,stanovanje,4,,podravska,KRIVI VRH,120.58,2023,,Agencija,258.900
91,stanovanje,4,,podravska,"MB - CENTER, STROGI, PEŠ CONA",114.70,2012,2022,Agencija,237.500
92,stanovanje,1,,podravska,MB - CENTER,39.60,1911,2023,Agencija,94.000
93,stanovanje,1,,podravska,KRIVI VRH,33.48,2023,,Agencija,92.510
94,stanovanje,3,,podravska,KRIVI VRH,77.82,2023,,Agencija,172.813
95,stanovanje,3,,podravska,KRIVI VRH,87.27,2023,,Agencija,193.180
96,stanovanje,2,,podravska,KRIVI VRH,68.58,2023,,Agencija,152.479
97,stanovanje,4,,podravska,KRIVI VRH,126.81,2023,,Agencija,259.433
98,stanovanje,2,,podravska,TABOR,55.00,1920,2020,Zasebna,93.000
99,stanovanje,3,,podravska,TABOR,53.00,1950,2023,Zasebna,104.499
100,stanovanje,2,,podravska,TABOR,52.00,1962,,Zasebna,105.000
101,stanovanje,2,,podravska,"STUDENCI, MARIBOR",50.60,1975,,Zasebna,135.000
102,stanovanje,1,,podravska,SPODNJE RADVANJE,46.50,1990,,Agencija,92.000
103,stanovanje,3,,podravska,MARIBOR,89.70,1923,2017,Agencija,96.000
104,stanovanje,2,,podravska,TEZNO,59.60,1976,2020,Agencija,129.900
105,stanovanje,3,,podravska,TABOR,71.00,1981,,Agencija,154.900
106,stanovanje,3,,podravska,NOVA VAS,77.90,1981,,Agencija,145.000
107,stanovanje,2,,podravska,MB - CENTER,49.19,1967,,Zasebna,130.000
108,stanovanje,3,,podravska,KIDRIČEVO,84.30,2023,,Agencija,169.332
109,stanovanje,3,,podravska,STUDENCI,85.70,1967,2015,Agencija,155.990
110,stanovanje,1.5,,podravska,"KOROŠKA VRATA, MB CENTER",42.30,1979,2023,Agencija,126.900
111,stanovanje,3,,podravska,SPODNJE RADVANJE,72.90,1981,,Agencija,149.000
112,stanovanje,1.5,,podravska,SV. TROJICA V SLOVENSKIH GORICAH,46.80,1979,,Zasebna,69.900
113,stanovanje,2,,podravska,STUDENCI,54.70,1939,2017,Agencija,109.500
114,stanovanje,2,,podravska,PEKRE,48.10,2010,2023,Agencija,173.000
115,stanovanje,3,,podravska,BEZENA,180.50,2003,,Agencija,99.990
116,stanovanje,2,,podravska,POBREŽJE,57.20,1960,,Agencija,108.000
117,stanovanje,3.5,,podravska,"MB - CENTER, NEPOSREDNA BLIŽINA UKC",88.60,2008,,Agencija,239.900
118,stanovanje,2,,podravska,"TABOR, MIRNA LOKACIJA",46.90,1951,2006,Agencija,124.900
119,stanovanje,3,,podravska,SPODNJE RADVANJE,70.10,1980,,Agencija,86.000
120,stanovanje,3.5,,podravska,SPODNJE RADVANJE,70.50,1980,,Agencija,87.000
121,stanovanje,1.5,,podravska,"HOČKO POHORJE, MARIBOR",39.50,2022,,Zasebna,79.500
122,stanovanje,3.5,,podravska,TABOR,82.90,2024,,Agencija,270.000
123,stanovanje,4,,podravska,"SLOVENSKA BISTRICA, PARTIZANSKA ULICA, BIS",119.90,2016,,Agencija,285.000
124,stanovanje,2,,podravska,PTUJ,46.60,1961,,Agencija,110.000
125,stanovanje,2,,podravska,"MARIBOR, TABOR, BEOGRAJSKA ULICA",99.05,1938,2018,Agencija,148.000
126,stanovanje,1,,podravska,"MARIBOR, TABOR, BEOGRAJSKA ULICA",47.18,1938,2018,Agencija,128.000
127,stanovanje,3,,podravska,SLIVNICA PRI MARIBORU,75.70,2024,,Agencija,212.877
128,stanovanje,3,,podravska,"MARIBOR, SLIVNICA PRI MARIBORU",75.70,2024,,Agencija,212.877
129,stanovanje,2.5,,podravska,MB - CENTER,72.60,1914,,Agencija,144.000
130,stanovanje,2,,podravska,TABOR,53.30,2024,,Agencija,170.000
131,stanovanje,2,,podravska,PESNICA PRI MARIBORU,105.90,2023,,Agencija,176.500
132,stanovanje,3.5,,podravska,TABOR,82.90,2024,,Agencija,270.000
133,stanovanje,2,,podravska,"MB - CENTER, MESTA, PARKIRNO MESTO",62.40,1893,2018,Agencija,150.800
134,stanovanje,2.5,,podravska,BETNAVA,72.81,2009,2023,Zasebna,179.000
135,stanovanje,2,,podravska,STUDENCI,100.85,2020,,Agencija,225.000
136,stanovanje,3,,podravska,KIDRIČEVO,84.32,2024,,Agencija,169.332
137,stanovanje,2,,podravska,POBREŽJE,51.80,1964,2013,Agencija,105.000
138,stanovanje,2.5,,podravska,SELNICA OB DRAVI,57.20,1964,2014,Zasebna,118.000
139,stanovanje,3,,podravska,ŠENTILJ V SLOVENSKIH GORICAH,86.97,2023,,Agencija,188.237
140,stanovanje,3,,podravska,ŠENTILJ V SLOVENSKIH GORICAH,153.95,2023,,Agencija,253.140
141,stanovanje,3,,podravska,POBREŽJE,90.00,2009,,Agencija,236.000
142,stanovanje,2,,podravska,TABOR,58.80,1970,,Agencija,144.000
143,stanovanje,2,,podravska,"SLOVENSKA BISTRICA, V CENTRU MESTA",70.20,1969,2018,Agencija,139.960
144,stanovanje,2,,podravska,PTUJ,46.60,1961,2015,Agencija,110.000
145,stanovanje,3,,podravska,"TABOR, 3 SOBNO MARIBOR, BLIŽINA UKC",79.10,1887,2023,Agencija,157.080
146,stanovanje,4,,podravska,MARIBOR,147.00,2009,,Agencija,369.000
147,stanovanje,2,,podravska,TABOR,51.50,1959,,Agencija,126.000
148,stanovanje,3,,podravska,PTUJ,67.15,1984,2023,Zasebna,138.000
149,stanovanje,4,,podravska,PESNICA PRI MARIBORU,97.90,2024,,Agencija,198.000
150,stanovanje,3,,podravska,MB - CENTER,83.00,1939,2014,Agencija,246.000
151,stanovanje,3,,podravska,"TEZNO, MARIBOR, PRVOMAJSKA",109.00,2008,,Agencija,295.000
152,stanovanje,,,podravska,PTUJ,205.50,1688,2019,Agencija,259.000
153,stanovanje,3,,podravska,KIDRIČEVO,85.30,2023,,Agencija,179.334
154,stanovanje,3,,podravska,ŠENTILJ V SLOVENSKIH GORICAH,112.15,2022,,Agencija,244.756
155,stanovanje,3,,podravska,ŠENTILJ V SLOVENSKIH GORICAH,98.95,2022,,Agencija,213.745
156,stanovanje,3,,podravska,ŠENTILJ V SLOVENSKIH GORICAH,153.95,2022,,Agencija,256.942
157,stanovanje,4,,podravska,ŠENTILJ V SLOVENSKIH GORICAH,146.71,2022,,Agencija,307.059
158,stanovanje,3,,podravska,ŠENTILJ V SLOVENSKIH GORICAH,86.97,2022,,Agencija,188.237
159,stanovanje,3,,podravska,TABOR,78.60,1963,,Agencija,142.900
160,stanovanje,4,,podravska,PTUJ,205.50,1688,,Agencija,259.000
161,stanovanje,,,podravska,STUDENCI,66.40,2022,,Agencija,148.900
162,stanovanje,2.5,,podravska,"PTUJ, II. NADSTROPJE",67.30,1965,2017,Agencija,149.000
163,stanovanje,3,,podravska,"MB - CENTER, JEMČEV VRT",87.00,1974,,Zasebna,270.000
164,stanovanje,3,,podravska,"MB - CENTER, MELJSKA CESTA",86.80,1939,,Zasebna,175.000
165,stanovanje,3.5,,podravska,TABOR,82.90,2024,,Agencija,270.000
166,stanovanje,3,,podravska,MAJŠPERK,85.10,1961,,Agencija,129.000
167,stanovanje,2,,podravska,TEZNO,59.50,1948,,Agencija,118.000
168,stanovanje,3,,podravska,OREHOVA VAS,78.60,2023,,Agencija,209.781
169,stanovanje,,,podravska,OREHOVA VAS,39.10,2023,,Agencija,114.285
170,stanovanje,3,,podravska,OREHOVA VAS,75.70,2023,,Agencija,202.233
171,stanovanje,4,,podravska,SV. ANA V SLOVENSKIH GORICAH,80.50,2008,2023,Agencija,144.500
172,stanovanje,2.5,,podravska,"LENART V SLOVENSKIH GORICAH, CENTER LENARTA",62.20,1962,2003,Agencija,119.200
173,stanovanje,2,,podravska,MB - CENTER,66.80,1800,,Zasebna,165.000
174,stanovanje,3,,podravska,"MARIBOR, POBREŽJE, ZELENA SOSESKA",56.30,2023,,Agencija,239.990
175,stanovanje,2,,podravska,KIDRIČEVO,66.00,2004,,Zasebna,135.000
176,stanovanje,1,,podravska,"TEZNO, PRVOMAJSKA",40.80,1962,2015,Agencija,86.000
177,stanovanje,1,,podravska,VRANJI VRH,31.80,2010,2010,Zasebna,79.900
178,stanovanje,4,,podravska,MB - CENTER,104.50,1927,2020,Agencija,250.000
179,stanovanje,1,,podravska,STUDENCI,48.50,1939,2008,Agencija,79.900
180,stanovanje,2.5,,podravska,POBREŽJE,69.20,1975,,Agencija,139.900
181,stanovanje,3,,podravska,TABOR,67.90,1971,,Agencija,210.000
182,stanovanje,2,,podravska,"TABOR, MARIBOR",59.30,1965,2023,Agencija,139.000
183,stanovanje,2,,podravska,"KOŠAKI, MELJSKI DOL",64.70,2023,,Agencija,173.423
184,stanovanje,3.5,,podravska,"KOŠAKI, MELJSKI DOL",83.60,2023,,Agencija,225.634
185,stanovanje,2,,podravska,"KOŠAKI, MELJSKI DOL",64.50,2023,,Agencija,172.991
186,stanovanje,3,,podravska,"KOŠAKI, MELJSKI DOL",74.40,2023,,Agencija,199.779
187,stanovanje,2,,podravska,SPODNJE RADVANJE,59.40,1981,2012,Agencija,128.000
188,stanovanje,,,podravska,"OPLOTNICA, PRI PARKU",259.50,1966,2007,Agencija,150.000
189,stanovanje,3,,podravska,CERKVENJAK,72.99,2023,,Agencija,145.250
190,stanovanje,3,,podravska,CERKVENJAK,72.99,2023,,Agencija,145.250
191,stanovanje,3,,podravska,KAMNICA,109.00,2007,,Agencija,186.500
192,stanovanje,2,,podravska,MELJE,64.20,2022,,Agencija,172.992
193,stanovanje,3.5,,podravska,MELJE,83.60,2022,,Agencija,225.635
194,stanovanje,2,,podravska,"POBREŽJE, BELOKRANJSKA ULICA",58.60,1910,2021,Agencija,104.900
195,stanovanje,4,,podravska,"PTUJ, ULICA AVGUSTA HLUPIČA 12/A",110.60,2004,,Zasebna,
196,stanovanje,,,podravska,"ZGORNJE RADVANJE, POD POHORJEM",280.40,2004,2015,Agencija,299.900
197,stanovanje,3,,podravska,CERKVENJAK,71.23,2023,,Agencija,134.625
198,stanovanje,4,,podravska,CERKVENJAK,86.94,2023,,Agencija,173.010
199,stanovanje,3,,podravska,CERKVENJAK,72.99,2023,,Agencija,145.250
200,stanovanje,3,,podravska,CERKVENJAK,70.23,2023,,Agencija,134.606
201,stanovanje,3,,podravska,CERKVENJAK,71.94,2023,,Agencija,153.161
202,stanovanje,3,,podravska,CERKVENJAK,71.89,2023,,Agencija,152.862
203,stanovanje,3,,podravska,CERKVENJAK,71.79,2023,,Agencija,142.862
204,stanovanje,3,,podravska,CERKVENJAK,70.23,2023,,Agencija,141.728
205,stanovanje,4,,podravska,CERKVENJAK,86.94,2023,,Agencija,164.317
206,stanovanje,2.5,,podravska,"TABOR, ULICA FRANA KOVAČIČA 1, MARIBOR",64.90,1975,2021,Zasebna,132.000
207,stanovanje,2,,podravska,"NOVA VAS, KARDELJEVA CESTA",58.90,1980,,Zasebna,130.000
208,stanovanje,,,podravska,MARIBOR,319.40,1923,,Agencija,299.900
209,stanovanje,3.5,,podravska,SLOVENSKA BISTRICA,110.24,2023,,Agencija,275.600
210,stanovanje,3,,podravska,SLOVENSKA BISTRICA,77.79,2023,,Agencija,194.475
211,stanovanje,2,,podravska,POBREŽJE,45.60,1990,2016,Agencija,99.900
212,stanovanje,2,,podravska,POBREŽJE,98.30,2024,,Agencija,239.900
213,stanovanje,4,,podravska,PESNICA PRI MARIBORU,89.70,2024,,Agencija,202.000
214,stanovanje,4,,podravska,PESNICA PRI MARIBORU,101.80,1973,,Agencija,110.000
215,stanovanje,1,,podravska,"RUŠE, ARESKA CESTA 13",39.00,1976,,Zasebna,35.000
216,stanovanje,,,podravska,POBREŽJE,52.92,2023,,Agencija,128.700
217,stanovanje,,,podravska,POBREŽJE,52.92,2023,,Agencija,126.500
218,stanovanje,2,,podravska,POBREŽJE,75.46,2023,,Agencija,184.800
219,stanovanje,2,,podravska,POBREŽJE,75.46,2023,,Agencija,185.900
220,stanovanje,2.5,,podravska,POBREŽJE,84.29,2023,,Agencija,214.500
221,stanovanje,2.5,,podravska,POBREŽJE,84.43,2023,,Agencija,216.150
222,stanovanje,3,,podravska,POBREŽJE,84.38,2023,,Agencija,213.400
223,stanovanje,3,,podravska,POBREŽJE,84.44,2023,,Agencija,218.350
224,stanovanje,4,,podravska,TABOR,167.10,2018,,Zasebna,444.000
225,stanovanje,3,,podravska,STUDENCI,95.50,1928,2001,Agencija,89.990
226,stanovanje,1,,podravska,ŠENTILJ V SLOVENSKIH GORICAH,34.70,1978,2013,Zasebna,82.900
227,stanovanje,3,,podravska,BREZJE,92.21,2023,,Agencija,206.990
228,stanovanje,2.5,,podravska,TABOR,71.00,1964,2020,Zasebna,164.900
229,stanovanje,4,,podravska,ZGORNJE RADVANJE,120.80,2001,2023,Agencija,319.000
230,stanovanje,2,,podravska,MB - CENTER,76.40,1973,,Agencija,189.000
231,stanovanje,1,,podravska,POBREŽJE,59.40,2024,,Agencija,144.900
232,stanovanje,2.5,,podravska,POBREŽJE,119.60,2024,,Agencija,207.000
233,stanovanje,3.5,,podravska,TABOR,74.80,2010,,Agencija,249.900
234,stanovanje,4,,podravska,MB - CENTER,150.60,1925,2012,Agencija,295.000
235,stanovanje,1,,podravska,LOVRENC NA POHORJU,36.50,1860,2012,Agencija,29.900
236,stanovanje,3,,podravska,"MB - CENTER, TYRŠEVA ULICA",111.70,1900,2023,Agencija,341.000
237,stanovanje,3,,podravska,NOVA VAS,77.90,1981,2023,Agencija,160.000
238,stanovanje,4,,podravska,MB - CENTER,137.10,1780,2005,Agencija,229.000
239,stanovanje,2.5,,podravska,LENART V SLOVENSKIH GORICAH,56.60,1975,2022,Agencija,98.000
240,stanovanje,2,,podravska,POBREŽJE,71.60,2024,,Agencija,179.900
241,stanovanje,3,,podravska,TABOR,66.10,1972,,Agencija,129.000
242,stanovanje,1,,podravska,"TEZNO, BLIŽINA STRAŽUNA",34.50,1987,2010,Agencija,85.000
243,stanovanje,1,,podravska,"MARIBOR, POBREŽJE",38.40,1964,2013,Agencija,95.000
244,stanovanje,4,,podravska,SPODNJE RADVANJE,91.20,1985,,Agencija,188.900
245,stanovanje,4,,podravska,MB - CENTER,121.00,2021,,Agencija,325.000
246,stanovanje,,,podravska,STUDENCI,196.70,1880,,Agencija,300.000
247,stanovanje,1,,podravska,STUDENCI,26.50,1900,2021,Zasebna,45.000
248,stanovanje,2,,podravska,"POBREŽJE, MEJNA ULICA",61.00,1977,1914,Zasebna,123.000
249,stanovanje,2,,podravska,SPODNJE RADVANJE,109.20,1978,2015,Agencija,128.000
250,stanovanje,2,,podravska,MB - CENTER,65.70,1909,2009,Agencija,148.900
251,stanovanje,3,,podravska,STUDENCI,70.50,2024,,Agencija,192.717
252,stanovanje,,,podravska,POBREŽJE,67.80,2005,2020,Agencija,122.900
253,stanovanje,3,,podravska,MARIBOR,165.30,2011,2022,Agencija,270.000
254,stanovanje,2,,podravska,"TABOR, MB CENTER, LJUBLJANSKA",53.30,1960,,Agencija,99.900
255,stanovanje,2,,podravska,MARIBOR,48.30,1930,,Agencija,99.900
256,stanovanje,3,,podravska,NOVA VAS,73.90,1985,,Agencija,179.000
257,stanovanje,2,,podravska,TEZNO,53.40,1988,2019,Agencija,134.500
258,stanovanje,3,,podravska,MARIBOR,50.70,1930,2005,Agencija,99.900
259,stanovanje,3,,podravska,"POBREŽJE, ISTRSKA ULICA",79.90,2023,,Agencija,211.814
260,stanovanje,3,,podravska,RAZVANJE,111.00,2000,2020,Zasebna,189.000
261,stanovanje,,,podravska,"TABOR, PAJKOVA ULICA 24, 2000 MARIBOR",25.10,1968,,Zasebna,62.000
262,stanovanje,4,,podravska,PESNICA PRI MARIBORU,97.90,2024,,Agencija,198.000
263,stanovanje,3,,podravska,"STUDENCI, ŠARHOVA ULICA",121.80,1939,2004,Agencija,105.000
264,stanovanje,,,podravska,TABOR,113.00,1975,2022,Agencija,253.000
265,stanovanje,4,,podravska,TABOR,83.10,1970,,Agencija,198.000
266,stanovanje,4,,podravska,"LENART V SLOVENSKIH GORICAH, CENTRU MESTA",127.20,1973,1995,Agencija,159.900
267,stanovanje,3,,podravska,"TABOR, GORIŠKA ULICA 1A",72.00,1969,,Zasebna,140.000
268,stanovanje,4,,podravska,MB - CENTER,100.00,1895,,Agencija,229.000
269,stanovanje,2.5,,podravska,TABOR,70.36,2010,,Agencija,179.500
270,stanovanje,4,,podravska,BETNAVA,74.80,2014,2017,Agencija,249.900
271,stanovanje,1,,podravska,LENART V SLOVENSKIH GORICAH,47.90,1975,,Agencija,90.000
272,stanovanje,3,,podravska,"PTUJ, 3 SOBNO, V IV. NAD., Z BALKONOM",74.60,1974,,Agencija,139.000
273,stanovanje,1,,podravska,RUŠE,38.00,1964,2023,Zasebna,68.000
274,stanovanje,2,,podravska,STUDENCI,67.00,1895,2017,Agencija,107.000
275,stanovanje,4,,podravska,"MB - CENTER, MARIBOR GLAVNI TRG",170.00,1905,2004,Agencija,340.000
276,stanovanje,3,,podravska,STUDENCI,70.50,2024,,Agencija,192.717
277,stanovanje,,,podravska,POBREŽJE,67.80,2005,2020,Agencija,122.900
278,stanovanje,3,,podravska,MARIBOR,165.30,2011,2022,Agencija,270.000
279,stanovanje,2,,podravska,"TABOR, MB CENTER, LJUBLJANSKA",53.30,1960,,Agencija,99.900
280,stanovanje,2,,podravska,MARIBOR,48.30,1930,,Agencija,99.900
281,stanovanje,3,,podravska,NOVA VAS,73.90,1985,,Agencija,179.000
282,stanovanje,2,,podravska,TEZNO,53.40,1988,2019,Agencija,134.500
283,stanovanje,3,,podravska,MARIBOR,50.70,1930,2005,Agencija,99.900
284,stanovanje,3,,podravska,"POBREŽJE, ISTRSKA ULICA",79.90,2023,,Agencija,211.814
285,stanovanje,3,,podravska,RAZVANJE,111.00,2000,2020,Zasebna,189.000
286,stanovanje,,,podravska,"TABOR, PAJKOVA ULICA 24, 2000 MARIBOR",25.10,1968,,Zasebna,62.000
287,stanovanje,4,,podravska,PESNICA PRI MARIBORU,97.90,2024,,Agencija,198.000
288,stanovanje,3,,podravska,"STUDENCI, ŠARHOVA ULICA",121.80,1939,2004,Agencija,105.000
289,stanovanje,,,podravska,TABOR,113.00,1975,2022,Agencija,253.000
290,stanovanje,4,,podravska,TABOR,83.10,1970,,Agencija,198.000
291,stanovanje,4,,podravska,"LENART V SLOVENSKIH GORICAH, CENTRU MESTA",127.20,1973,1995,Agencija,159.900
292,stanovanje,3,,podravska,"TABOR, GORIŠKA ULICA 1A",72.00,1969,,Zasebna,140.000
293,stanovanje,4,,podravska,MB - CENTER,100.00,1895,,Agencija,229.000
294,stanovanje,2.5,,podravska,TABOR,70.36,2010,,Agencija,179.500
295,stanovanje,4,,podravska,BETNAVA,74.80,2014,2017,Agencija,249.900
296,stanovanje,1,,podravska,LENART V SLOVENSKIH GORICAH,47.90,1975,,Agencija,90.000
297,stanovanje,3,,podravska,"PTUJ, 3 SOBNO, V IV. NAD., Z BALKONOM",74.60,1974,,Agencija,139.000
298,stanovanje,1,,podravska,RUŠE,38.00,1964,2023,Zasebna,68.000
299,stanovanje,2,,podravska,STUDENCI,67.00,1895,2017,Agencija,107.000
300,stanovanje,4,,podravska,"MB - CENTER, MARIBOR GLAVNI TRG",170.00,1905,2004,Agencija,340.000
301,stanovanje,3,,podravska,NOVA VAS,74.90,1983,2011,Agencija,145.900
302,stanovanje,,,podravska,MB - CENTER,374.80,1869,,Agencija,160.000
